period,year_label,activity,organised_pct,org_male_pct,org_female_pct,org_age_15_17,org_age_18_24,org_age_25_34,org_age_35_44,org_age_45_54,org_age_55_64,org_age_65plus
Jul 2024–Jun 2025,2024/25,Horse racing,0.03,0.021,0.039,0.179,0.0,0.054,0.061,0.014,0.0,0.0
Jul 2024–Jun 2025,2024/25,Ice hockey,0.052,0.072,0.033,0.357,0.09,0.026,0.075,0.029,0.031,0.0
Jul 2024–Jun 2025,2024/25,Ice racing/speed skating,0.005,0.005,0.004,0.0,0.023,0.0,0.0,0.014,0.0,0.0
Jul 2024–Jun 2025,2024/25,Ice skating,0.087,0.055,0.115,0.756,0.227,0.053,0.061,0.018,0.043,0.0
Jul 2024–Jun 2025,2024/25,Jet skiing,0.03,0.034,0.027,0.0,0.022,0.081,0.026,0.047,0.014,0.0
Jul 2024–Jun 2025,2024/25,Judo,0.048,0.048,0.047,0.194,0.137,0.041,0.047,0.015,0.034,0.008
Jul 2024–Jun 2025,2024/25,Jujitsu,0.174,0.289,0.065,0.147,0.191,0.344,0.384,0.103,0.016,0.008
Jul 2024–Jun 2025,2024/25,Karate,0.166,0.159,0.165,0.0,0.397,0.086,0.239,0.219,0.184,0.039
Jul 2024–Jun 2025,2024/25,Kendo,0.015,0.026,0.005,0.0,0.022,0.027,0.032,0.017,0.0,0.0
Jul 2024–Jun 2025,2024/25,Kitesurfing/kiteboarding,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0
Jul 2024–Jun 2025,2024/25,Korfball,0.003,0.0,0.005,0.0,0.0,0.014,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Kung fu wushu,0.007,0.01,0.004,0.0,0.02,0.0,0.015,0.016,0.0,0.0
Jul 2024–Jun 2025,2024/25,Lacrosse,0.03,0.018,0.041,0.373,0.019,0.0,0.015,0.042,0.016,0.0
Jul 2024–Jun 2025,2024/25,Lifesaving royal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Lifesaving surf,0.114,0.19,0.037,0.197,0.224,0.089,0.117,0.116,0.111,0.059
Jul 2024–Jun 2025,2024/25,Luging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Marching,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.019,0.0,0.0
Jul 2024–Jun 2025,2024/25,Martial arts,0.424,0.323,0.523,0.514,0.366,0.359,0.204,0.374,0.293,0.794
Jul 2024–Jun 2025,2024/25,Mixed martial arts,0.049,0.067,0.032,0.0,0.159,0.101,0.041,0.045,0.0,0.0
Jul 2024–Jun 2025,2024/25,Modern pentathlon,0.002,0.005,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Motor cycling,0.347,0.515,0.183,0.393,0.576,0.584,0.337,0.229,0.321,0.124
Jul 2024–Jun 2025,2024/25,Motor sport,0.167,0.266,0.069,0.15,0.279,0.277,0.176,0.162,0.162,0.016
Jul 2024–Jun 2025,2024/25,Mountain biking,0.1,0.134,0.069,0.184,0.108,0.093,0.126,0.16,0.109,0.016
Jul 2024–Jun 2025,2024/25,Mountain climbing,0.038,0.039,0.038,0.0,0.037,0.082,0.083,0.014,0.0,0.015
Jul 2024–Jun 2025,2024/25,Muay Thai,0.121,0.126,0.117,0.211,0.352,0.279,0.094,0.033,0.0,0.009
Jul 2024–Jun 2025,2024/25,Netball,1.853,0.483,3.2,7.247,4.985,3.172,1.511,0.839,0.196,0.029
Jul 2024–Jun 2025,2024/25,Obstacle,0.03,0.028,0.033,0.208,0.0,0.046,0.062,0.014,0.0,0.0
Jul 2024–Jun 2025,2024/25,Orienteering,0.04,0.038,0.038,0.208,0.022,0.022,0.015,0.093,0.037,0.012
Jul 2024–Jun 2025,2024/25,Outrigger canoe,0.035,0.049,0.021,0.0,0.0,0.0,0.067,0.065,0.067,0.022
Jul 2024–Jun 2025,2024/25,Oztag,0.24,0.286,0.198,1.12,0.642,0.475,0.161,0.018,0.017,0.008
Jul 2024–Jun 2025,2024/25,Paddle sports,0.071,0.075,0.067,0.0,0.066,0.075,0.102,0.061,0.104,0.044
Jul 2024–Jun 2025,2024/25,Paintball,0.024,0.034,0.014,0.0,0.026,0.026,0.014,0.046,0.049,0.0
Jul 2024–Jun 2025,2024/25,Parkour,0.002,0.004,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Petanque,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.015
Jul 2024–Jun 2025,2024/25,Physical Culture,0.035,0.012,0.059,0.0,0.083,0.011,0.054,0.031,0.028,0.033
Jul 2024–Jun 2025,2024/25,Pickleball/padel,0.614,0.587,0.643,0.659,0.432,0.483,0.524,0.683,0.982,0.597
Jul 2024–Jun 2025,2024/25,Pilates,4.921,0.899,8.856,1.949,5.674,7.789,5.903,4.317,4.425,2.654
Jul 2024–Jun 2025,2024/25,Polo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Polocrosse,0.004,0.005,0.004,0.0,0.0,0.0,0.026,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Pony Club,0.021,0.013,0.03,0.0,0.019,0.034,0.025,0.033,0.0,0.018
Jul 2024–Jun 2025,2024/25,Powerlifting,0.04,0.044,0.037,0.0,0.087,0.077,0.055,0.048,0.0,0.0
Jul 2024–Jun 2025,2024/25,Ready Steady Go Kids,0.01,0.011,0.009,0.0,0.021,0.017,0.028,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Rock climbing/Abseiling/Caving,0.143,0.149,0.139,0.705,0.252,0.226,0.132,0.057,0.031,0.04
Jul 2024–Jun 2025,2024/25,Rodeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Rogaining,0.014,0.012,0.017,0.0,0.0,0.009,0.017,0.03,0.026,0.008
Jul 2024–Jun 2025,2024/25,Roller Derby,0.011,0.014,0.005,0.0,0.0,0.013,0.045,0.0,0.011,0.0
Jul 2024–Jun 2025,2024/25,Rope skipping,0.033,0.027,0.039,0.177,0.042,0.04,0.078,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Rowing,0.179,0.22,0.141,0.715,0.204,0.141,0.094,0.148,0.267,0.119
Jul 2024–Jun 2025,2024/25,Rugby league,0.516,0.821,0.226,1.989,1.046,1.021,0.432,0.275,0.083,0.016
Jul 2024–Jun 2025,2024/25,Rugby union,0.302,0.497,0.116,1.033,0.839,0.523,0.21,0.126,0.089,0.017
Jul 2024–Jun 2025,2024/25,Running/jogging,4.824,5.331,4.363,8.261,7.327,8.419,6.259,4.33,2.361,0.498
Jul 2024–Jun 2025,2024/25,Sailing,0.174,0.265,0.088,0.156,0.099,0.08,0.156,0.176,0.358,0.192
Jul 2024–Jun 2025,2024/25,Scootering,0.012,0.016,0.009,0.0,0.022,0.029,0.028,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Scouts,0.011,0.018,0.004,0.142,0.046,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Sepak takraw,0.003,0.005,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Shooting/field,0.102,0.185,0.023,0.0,0.079,0.037,0.172,0.13,0.065,0.141
Jul 2024–Jun 2025,2024/25,Shooting/range,0.111,0.2,0.026,0.0,0.079,0.095,0.159,0.156,0.065,0.125
Jul 2024–Jun 2025,2024/25,Skate,0.082,0.065,0.1,0.0,0.161,0.141,0.142,0.058,0.047,0.0
Jul 2024–Jun 2025,2024/25,Skeleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Ski & snowboard,0.168,0.202,0.136,0.354,0.171,0.148,0.203,0.192,0.192,0.081
Jul 2024–Jun 2025,2024/25,Skirmish,0.003,0.007,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Softball,0.144,0.104,0.185,0.351,0.271,0.151,0.192,0.186,0.081,0.0
Jul 2024–Jun 2025,2024/25,Sport climbing,0.149,0.18,0.11,0.217,0.398,0.373,0.097,0.026,0.058,0.0
Jul 2024–Jun 2025,2024/25,Squash,0.171,0.284,0.063,0.483,0.134,0.203,0.145,0.213,0.17,0.087
Jul 2024–Jun 2025,2024/25,Surfing,0.173,0.151,0.197,0.182,0.237,0.322,0.212,0.113,0.089,0.077
Jul 2024–Jun 2025,2024/25,Swimming,2.76,2.562,2.959,6.522,3.638,3.789,3.294,2.232,1.772,1.205
Jul 2024–Jun 2025,2024/25,Sword fighting,0.009,0.005,0.014,0.0,0.046,0.023,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Synchronised swimming,0.043,0.051,0.035,0.0,0.104,0.082,0.063,0.039,0.0,0.0
Jul 2024–Jun 2025,2024/25,Table tennis,0.572,0.826,0.333,1.406,1.096,0.568,0.511,0.334,0.321,0.509
Jul 2024–Jun 2025,2024/25,Taekwondo/Taekwon-do,0.099,0.115,0.085,0.561,0.207,0.047,0.104,0.096,0.07,0.008
Jul 2024–Jun 2025,2024/25,Tee ball,0.016,0.028,0.004,0.0,0.068,0.039,0.0,0.01,0.0,0.0
Jul 2024–Jun 2025,2024/25,Tennis,2.08,2.395,1.788,6.04,2.682,2.152,2.016,2.084,1.472,1.309
Jul 2024–Jun 2025,2024/25,Tenpin bowling,0.201,0.252,0.154,0.364,0.161,0.235,0.221,0.153,0.167,0.2
Jul 2024–Jun 2025,2024/25,Tobogganing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Touch football,0.557,0.693,0.431,1.561,1.197,1.119,0.461,0.365,0.149,0.008
Jul 2024–Jun 2025,2024/25,Triathlon,0.097,0.133,0.062,0.0,0.088,0.15,0.141,0.166,0.082,0.0
Jul 2024–Jun 2025,2024/25,Underwater sports,0.353,0.346,0.359,0.182,0.326,0.493,0.373,0.435,0.385,0.19
Jul 2024–Jun 2025,2024/25,Virtual based physical activity,0.158,0.209,0.105,0.907,0.35,0.162,0.171,0.098,0.016,0.018
Jul 2024–Jun 2025,2024/25,Volleyball (indoor and outdoor),0.867,0.995,0.744,6.969,2.191,1.042,0.442,0.201,0.107,0.046
Jul 2024–Jun 2025,2024/25,Walking (Recreational),4.294,3.193,5.382,4.352,3.701,4.365,4.04,4.6,4.856,4.154
Jul 2024–Jun 2025,2024/25,Water polo,0.084,0.129,0.042,0.199,0.185,0.115,0.06,0.083,0.046,0.025
Jul 2024–Jun 2025,2024/25,Waterskiing/Wakeboarding,0.041,0.06,0.023,0.0,0.062,0.05,0.056,0.052,0.033,0.017
Jul 2024–Jun 2025,2024/25,Weight lifting,0.323,0.302,0.338,0.0,0.507,0.684,0.495,0.141,0.17,0.077
Jul 2024–Jun 2025,2024/25,Wheelchair rugby,0.007,0.005,0.008,0.0,0.022,0.013,0.0,0.0,0.014,0.0
Jul 2024–Jun 2025,2024/25,Wood chopping,0.002,0.004,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Jul 2024–Jun 2025,2024/25,Wrestling,0.031,0.049,0.013,0.0,0.069,0.083,0.027,0.023,0.0,0.0
Jul 2024–Jun 2025,2024/25,Yoga,2.819,0.741,4.861,1.212,1.381,3.618,3.553,3.261,3.096,2.129
Jan–Dec 2025,2025,Adventure racing,0.05,0.054,0.041,0.0,0.145,0.061,0.083,0.047,0.0,0.007
Jan–Dec 2025,2025,Air sports,0.137,0.172,0.104,0.151,0.285,0.253,0.145,0.085,0.057,0.04
Jan–Dec 2025,2025,Archery,0.094,0.131,0.058,0.118,0.021,0.113,0.212,0.111,0.05,0.029
Jan–Dec 2025,2025,"Athletics, track and field",0.765,0.955,0.588,3.685,1.803,1.289,0.568,0.325,0.112,0.051
Jan–Dec 2025,2025,Australian football,1.72,2.675,0.802,4.706,3.974,3.526,1.406,0.967,0.358,0.04
Jan–Dec 2025,2025,Badminton,0.798,0.983,0.619,4.699,1.714,1.083,0.648,0.328,0.175,0.106
Jan–Dec 2025,2025,Baseball,0.206,0.333,0.084,0.337,0.398,0.281,0.243,0.3,0.055,0.015
Jan–Dec 2025,2025,Basketball,2.301,3.367,1.269,10.629,5.618,3.016,2.307,1.286,0.423,0.126
Jan–Dec 2025,2025,Baton twirling,0.012,0.015,0.008,0.0,0.021,0.024,0.0,0.035,0.0,0.0
Jan–Dec 2025,2025,Biathlon,0.006,0.012,0.0,0.0,0.027,0.0,0.017,0.0,0.0,0.0
Jan–Dec 2025,2025,Billiards/Snooker/Pool,0.058,0.096,0.022,0.0,0.083,0.158,0.043,0.033,0.047,0.008
Jan–Dec 2025,2025,BMX,0.016,0.012,0.019,0.0,0.0,0.01,0.031,0.057,0.0,0.0
Jan–Dec 2025,2025,Bobsledding,0.002,0.0,0.004,0.0,0.0,0.0,0.0,0.013,0.0,0.0
Jan–Dec 2025,2025,Bocce/Boules,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.008
Jan–Dec 2025,2025,Boccia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Body building,0.027,0.048,0.008,0.0,0.07,0.092,0.018,0.0,0.0,0.0
Jan–Dec 2025,2025,Boomerang throwing,0.003,0.005,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Bowls,0.711,0.946,0.489,0.147,0.07,0.24,0.185,0.349,0.888,2.133
Jan–Dec 2025,2025,Boxing,0.606,0.659,0.556,0.67,1.211,1.233,0.661,0.488,0.195,0.045
Jan–Dec 2025,2025,Broomball,0.002,0.0,0.005,0.0,0.0,0.0,0.014,0.0,0.0,0.0
Jan–Dec 2025,2025,Bush walking,2.241,2.0,2.471,2.745,2.855,2.594,2.311,1.705,2.699,1.533
Jan–Dec 2025,2025,Calisthenics,0.055,0.029,0.08,0.0,0.142,0.05,0.098,0.057,0.028,0.007
Jan–Dec 2025,2025,Campdrafting,0.009,0.0,0.017,0.0,0.028,0.022,0.0,0.0,0.0,0.008
Jan–Dec 2025,2025,Canoeing/Kayaking,0.253,0.205,0.302,0.35,0.176,0.343,0.271,0.267,0.391,0.081
Jan–Dec 2025,2025,Circus,0.032,0.01,0.053,0.206,0.049,0.082,0.014,0.0,0.0,0.0
Jan–Dec 2025,2025,Cricket,1.599,2.793,0.452,4.923,2.89,2.382,1.588,1.513,0.746,0.175
Jan–Dec 2025,2025,Croquet,0.078,0.055,0.102,0.0,0.0,0.0,0.0,0.0,0.044,0.344
Jan–Dec 2025,2025,Crossfit/Functional fitness,0.54,0.452,0.625,0.159,0.423,1.088,0.938,0.528,0.247,0.086
Jan–Dec 2025,2025,Curling,0.01,0.011,0.009,0.0,0.0,0.0,0.057,0.0,0.0,0.0
Jan–Dec 2025,2025,Cycling,0.978,1.25,0.719,0.653,0.91,1.018,0.797,1.293,1.62,0.556
Jan–Dec 2025,2025,DanceSport,0.71,0.213,1.178,2.242,1.52,0.763,0.655,0.446,0.494,0.288
Jan–Dec 2025,2025,Dancing (recreational),1.083,0.335,1.791,1.915,1.548,1.243,1.103,0.646,0.595,1.133
Jan–Dec 2025,2025,Darts,0.059,0.072,0.048,0.0,0.024,0.031,0.07,0.067,0.101,0.074
Jan–Dec 2025,2025,Diving,0.026,0.025,0.026,0.0,0.1,0.021,0.013,0.0,0.037,0.017
Jan–Dec 2025,2025,Dodgeball,0.07,0.062,0.078,0.492,0.121,0.137,0.06,0.0,0.0,0.0
Jan–Dec 2025,2025,Dragon boat racing,0.07,0.058,0.082,0.0,0.033,0.036,0.069,0.083,0.149,0.073
Jan–Dec 2025,2025,Eight ball,0.017,0.016,0.017,0.0,0.06,0.032,0.0,0.0,0.021,0.008
Jan–Dec 2025,2025,Equestrian,0.252,0.11,0.392,0.429,0.364,0.337,0.235,0.257,0.36,0.024
Jan–Dec 2025,2025,eSports,0.062,0.082,0.043,0.0,0.192,0.135,0.057,0.047,0.0,0.0
Jan–Dec 2025,2025,Fencing,0.036,0.038,0.035,0.145,0.089,0.05,0.0,0.051,0.0,0.016
Jan–Dec 2025,2025,Fishing (recreational),0.127,0.207,0.051,0.0,0.066,0.172,0.059,0.295,0.144,0.074
Jan–Dec 2025,2025,Fitness/Gym,13.499,10.423,16.505,9.921,13.239,15.421,14.147,12.804,13.151,12.933
Jan–Dec 2025,2025,Floorball,0.028,0.028,0.029,0.165,0.053,0.045,0.041,0.0,0.0,0.0
Jan–Dec 2025,2025,Flying disc,0.11,0.153,0.07,0.532,0.385,0.153,0.045,0.032,0.032,0.0
Jan–Dec 2025,2025,Football/soccer,3.618,5.637,1.666,11.989,7.957,5.901,4.342,2.023,0.641,0.098
Jan–Dec 2025,2025,Gaelic football,0.06,0.095,0.028,0.0,0.106,0.212,0.03,0.038,0.0,0.0
Jan–Dec 2025,2025,Geocaching,0.016,0.016,0.012,0.0,0.0,0.015,0.043,0.0,0.017,0.017
Jan–Dec 2025,2025,Goalball,0.01,0.021,0.0,0.167,0.0,0.0,0.016,0.0,0.0,0.0
Jan–Dec 2025,2025,Golf,2.257,3.706,0.869,0.894,0.778,1.326,1.327,2.393,3.677,3.851
Jan–Dec 2025,2025,Gridiron,0.019,0.031,0.007,0.0,0.042,0.045,0.017,0.021,0.0,0.0
Jan–Dec 2025,2025,Guides,0.004,0.0,0.008,0.0,0.0,0.009,0.015,0.0,0.0,0.0
Jan–Dec 2025,2025,Gymnastics,0.328,0.165,0.486,1.278,0.804,0.528,0.389,0.066,0.063,0.017
Jan–Dec 2025,2025,Handball,0.051,0.033,0.07,0.529,0.075,0.097,0.013,0.0,0.0,0.0
Jan–Dec 2025,2025,Harness racing,0.007,0.015,0.0,0.0,0.023,0.0,0.014,0.017,0.0,0.0
Jan–Dec 2025,2025,Hockey,0.484,0.473,0.501,1.629,0.94,0.53,0.606,0.416,0.253,0.065
Jan–Dec 2025,2025,Horse racing,0.023,0.034,0.012,0.0,0.035,0.053,0.013,0.049,0.0,0.0
Jan–Dec 2025,2025,Ice hockey,0.05,0.074,0.028,0.209,0.094,0.041,0.095,0.047,0.0,0.0
Jan–Dec 2025,2025,Ice racing/speed skating,0.004,0.005,0.004,0.0,0.023,0.0,0.0,0.014,0.0,0.0
Jan–Dec 2025,2025,Ice skating,0.12,0.05,0.179,1.316,0.189,0.112,0.062,0.018,0.054,0.0
Jan–Dec 2025,2025,Jet skiing,0.027,0.039,0.015,0.0,0.052,0.043,0.029,0.032,0.025,0.0
Jan–Dec 2025,2025,Judo,0.058,0.039,0.077,0.494,0.084,0.074,0.031,0.028,0.018,0.008
Jan–Dec 2025,2025,Jujitsu,0.161,0.269,0.058,0.377,0.201,0.284,0.334,0.088,0.0,0.007
Jan–Dec 2025,2025,Karate,0.168,0.204,0.134,0.299,0.408,0.097,0.255,0.109,0.149,0.057
Jan–Dec 2025,2025,Kendo,0.03,0.047,0.014,0.125,0.054,0.038,0.027,0.033,0.014,0.0
Jan–Dec 2025,2025,Kitesurfing/kiteboarding,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Jan–Dec 2025,2025,Korfball,0.003,0.0,0.005,0.0,0.0,0.014,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Kung fu wushu,0.007,0.005,0.01,0.0,0.02,0.0,0.0,0.035,0.0,0.0
Jan–Dec 2025,2025,Lacrosse,0.028,0.02,0.036,0.206,0.051,0.023,0.015,0.028,0.016,0.0
Jan–Dec 2025,2025,Lifesaving royal,0.003,0.005,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Lifesaving surf,0.11,0.162,0.061,0.293,0.105,0.071,0.153,0.112,0.151,0.044
Jan–Dec 2025,2025,Luging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Marching,0.009,0.01,0.009,0.0,0.0,0.015,0.0,0.019,0.029,0.0
Jan–Dec 2025,2025,Martial arts,0.44,0.361,0.521,0.516,0.465,0.462,0.178,0.377,0.27,0.762
Jan–Dec 2025,2025,Mixed martial arts,0.068,0.093,0.044,0.0,0.273,0.061,0.058,0.115,0.0,0.0
Jan–Dec 2025,2025,Modern pentathlon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Motor cycling,0.306,0.422,0.191,0.635,0.351,0.478,0.358,0.21,0.267,0.116
Jan–Dec 2025,2025,Motor sport,0.155,0.274,0.026,0.395,0.255,0.264,0.115,0.128,0.14,0.023
Jan–Dec 2025,2025,Mountain biking,0.089,0.152,0.028,0.164,0.048,0.102,0.127,0.152,0.063,0.023
Jan–Dec 2025,2025,Mountain climbing,0.025,0.035,0.016,0.082,0.0,0.048,0.066,0.0,0.0,0.007
Jan–Dec 2025,2025,Muay Thai,0.133,0.137,0.13,0.327,0.485,0.242,0.099,0.016,0.017,0.0
Jan–Dec 2025,2025,Netball,1.853,0.59,3.086,7.178,4.894,2.745,1.835,0.989,0.259,0.037
Jan–Dec 2025,2025,Obstacle,0.037,0.025,0.049,0.206,0.0,0.06,0.062,0.043,0.0,0.0
Jan–Dec 2025,2025,Orienteering,0.055,0.05,0.06,0.206,0.037,0.012,0.09,0.076,0.047,0.03
Jan–Dec 2025,2025,Outrigger canoe,0.025,0.028,0.021,0.0,0.0,0.0,0.045,0.05,0.036,0.022
Jan–Dec 2025,2025,Oztag,0.191,0.227,0.157,0.715,0.602,0.372,0.113,0.033,0.0,0.008
Jan–Dec 2025,2025,Paddle sports,0.068,0.072,0.064,0.0,0.028,0.091,0.072,0.059,0.13,0.045
Jan–Dec 2025,2025,Paintball,0.01,0.011,0.009,0.0,0.026,0.0,0.015,0.015,0.017,0.0
Jan–Dec 2025,2025,Parkour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Petanque,0.003,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.016
Jan–Dec 2025,2025,Physical Culture,0.045,0.013,0.076,0.0,0.0,0.021,0.053,0.016,0.055,0.105
Jan–Dec 2025,2025,Pickleball/padel,0.679,0.645,0.714,0.539,0.55,0.56,0.63,0.843,1.066,0.552
Jan–Dec 2025,2025,Pilates,5.56,0.985,10.02,2.436,6.071,8.416,6.841,5.562,5.153,2.736
Jan–Dec 2025,2025,Polo,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
Jan–Dec 2025,2025,Polocrosse,0.004,0.005,0.004,0.0,0.0,0.0,0.026,0.0,0.0,0.0
Jan–Dec 2025,2025,Pony Club,0.032,0.01,0.049,0.0,0.084,0.046,0.057,0.0,0.018,0.009
Jan–Dec 2025,2025,Powerlifting,0.033,0.044,0.022,0.0,0.072,0.053,0.039,0.017,0.046,0.0
Jan–Dec 2025,2025,Ready Steady Go Kids,0.008,0.006,0.009,0.0,0.021,0.017,0.013,0.0,0.0,0.0
Jan–Dec 2025,2025,Rock climbing/Abseiling/Caving,0.157,0.173,0.142,0.987,0.291,0.201,0.138,0.092,0.039,0.008
Jan–Dec 2025,2025,Rodeo,0.003,0.0,0.005,0.0,0.024,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Rogaining,0.017,0.023,0.012,0.0,0.015,0.009,0.0,0.045,0.03,0.015
Jan–Dec 2025,2025,Roller Derby,0.013,0.013,0.014,0.0,0.0,0.0,0.044,0.017,0.011,0.009
Jan–Dec 2025,2025,Rope skipping,0.019,0.014,0.024,0.0,0.048,0.037,0.042,0.0,0.0,0.0
Jan–Dec 2025,2025,Rowing,0.187,0.202,0.17,0.952,0.241,0.124,0.148,0.133,0.229,0.093
Jan–Dec 2025,2025,Rugby league,0.534,0.814,0.268,2.566,1.055,1.026,0.404,0.292,0.033,0.013
Jan–Dec 2025,2025,Rugby union,0.306,0.499,0.122,1.045,0.778,0.583,0.172,0.129,0.108,0.031
Jan–Dec 2025,2025,Running/jogging,4.923,5.365,4.532,8.628,7.388,8.382,6.125,4.765,2.523,0.586
Jan–Dec 2025,2025,Sailing,0.166,0.245,0.092,0.299,0.068,0.048,0.129,0.14,0.362,0.212
Jan–Dec 2025,2025,Scootering,0.008,0.011,0.005,0.0,0.0,0.031,0.013,0.0,0.0,0.0
Jan–Dec 2025,2025,Scouts,0.019,0.034,0.006,0.251,0.052,0.0,0.015,0.0,0.0,0.0
Jan–Dec 2025,2025,Sepak takraw,0.003,0.005,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Shooting/field,0.107,0.196,0.021,0.0,0.02,0.17,0.111,0.181,0.062,0.094
Jan–Dec 2025,2025,Shooting/range,0.112,0.186,0.041,0.0,0.058,0.133,0.171,0.141,0.079,0.099
Jan–Dec 2025,2025,Skate,0.077,0.092,0.064,0.0,0.169,0.106,0.113,0.124,0.015,0.0
Jan–Dec 2025,2025,Skeleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Ski & snowboard,0.14,0.183,0.1,0.269,0.096,0.072,0.183,0.192,0.198,0.086
Jan–Dec 2025,2025,Skirmish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Softball,0.132,0.111,0.149,0.307,0.238,0.169,0.146,0.106,0.153,0.0
Jan–Dec 2025,2025,Sport climbing,0.165,0.226,0.096,0.366,0.43,0.349,0.19,0.0,0.043,0.0
Jan–Dec 2025,2025,Squash,0.153,0.246,0.065,0.158,0.08,0.197,0.11,0.245,0.261,0.054
Jan–Dec 2025,2025,Surfing,0.196,0.182,0.212,0.0,0.273,0.358,0.308,0.183,0.041,0.077
Jan–Dec 2025,2025,Swimming,2.672,2.515,2.827,5.783,3.516,3.487,3.238,2.377,1.657,1.28
Jan–Dec 2025,2025,Sword fighting,0.014,0.011,0.014,0.0,0.074,0.034,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Synchronised swimming,0.034,0.041,0.028,0.0,0.048,0.081,0.047,0.043,0.0,0.0
Jan–Dec 2025,2025,Table tennis,0.593,0.91,0.291,1.715,1.143,0.718,0.603,0.435,0.277,0.27
Jan–Dec 2025,2025,Taekwondo/Taekwon-do,0.105,0.126,0.085,0.882,0.165,0.079,0.043,0.101,0.053,0.016
Jan–Dec 2025,2025,Tee ball,0.008,0.013,0.004,0.0,0.056,0.011,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Tennis,1.95,2.253,1.675,6.122,2.631,2.27,1.813,2.06,1.256,0.925
Jan–Dec 2025,2025,Tenpin bowling,0.244,0.27,0.222,0.506,0.285,0.172,0.275,0.244,0.267,0.19
Jan–Dec 2025,2025,Tobogganing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan–Dec 2025,2025,Touch football,0.538,0.666,0.419,1.797,1.155,0.915,0.45,0.411,0.151,0.041
Jan–Dec 2025,2025,Triathlon,0.12,0.156,0.085,0.128,0.114,0.176,0.188,0.212,0.034,0.008
Jan–Dec 2025,2025,Underwater sports,0.372,0.392,0.356,0.521,0.305,0.493,0.518,0.308,0.431,0.158
Jan–Dec 2025,2025,Virtual based physical activity,0.163,0.204,0.125,0.718,0.318,0.213,0.194,0.095,0.012,0.043
Jan–Dec 2025,2025,Volleyball (indoor and outdoor),0.871,1.021,0.724,6.832,2.121,1.068,0.48,0.236,0.09,0.06
